form_name,field_name,page
05c - Period 3 Parts 1 and 2 Final v1.0,Most Lethal Attempt Date,353
05c - Period 3 Parts 1 and 2 Final v1.0,Actual Lethality/Medical Damage - Most Lethal Attempt,353
05c - Period 3 Parts 1 and 2 Final v1.0,Potential Lethality - Most Lethal Attempt Code,354
05c - Period 3 Parts 1 and 2 Final v1.0,Targeted Physical Examination:  Does the participant require a targeted physical examination?,354
05c - Period 3 Parts 1 and 2 Final v1.0,Targeted Physical Examination Findings: Any clinically significant abnormal,354
05c - Period 3 Parts 1 and 2 Final v1.0,"If yes, were there any clinically significant abnormal findings?",354
05c - Period 3 Parts 1 and 2 Final v1.0,Physical Examination Category,354
05c - Period 3 Parts 1 and 2 Final v1.0,Detailed findings of Physical Examination,355
05c - Period 3 Parts 1 and 2 Final v1.0,Was a neurological examination performed?,356
05c - Period 3 Parts 1 and 2 Final v1.0,Mental Status,356
05c - Period 3 Parts 1 and 2 Final v1.0,Cranial Nerves,356
05c - Period 3 Parts 1 and 2 Final v1.0,Motor Systems,357
05c - Period 3 Parts 1 and 2 Final v1.0,Reflexes,357
05c - Period 3 Parts 1 and 2 Final v1.0,Sensory System,358
05c - Period 3 Parts 1 and 2 Final v1.0,Co-ordination,358
05c - Period 3 Parts 1 and 2 Final v1.0,Station and Gait,359
05c - Period 3 Parts 1 and 2 Final v1.0,Detailed findings of Neurological Examination,359
05c - Period 3 Parts 1 and 2 Final v1.0,Confirm participant has been provided with a Trial Participation Card,359
05c - Period 3 Parts 1 and 2 Final v1.0,"Is the signed copy of the participant's ICF present in their volunteer folder? (If 'No', escalate",359
05c - Period 3 Parts 1 and 2 Final v1.0,Bag search performed?,360
05c - Period 3 Parts 1 and 2 Final v1.0,"Has volunteer been reminded of the restrictions, below?",360
05c - Period 3 Parts 1 and 2 Final v1.0,"Due to the unavailability of phototoxic data, participants will be advised to minimize exposure to sunlight by spending a reduced amount of time outdoors/remaining inside the clinical unit during the residential periods of the study wearing sunglasses and clothing that minimizes exposure to sunlight and using sun cream on exposed areas when going outdoors. They will also be advised not to use sunbeds. This restriction will be advised from first dose until 7 days post- final dose. Sexually active males will commit to utilizing 2 different approved methods of birth control during the trial and for 90 days plus 5 half-lives (ie, 92 days) after the last dose of IMP, or will remain abstinent for the same period of time. Males will refrain from sperm donation from the screening visit through 90 days plus 5 half-lives (ie, 92 days) after the last dose of IMP.",360
05c - Period 3 Parts 1 and 2 Final v1.0,Have there been any Adverse Events throughout study duration?,360
05c - Period 3 Parts 1 and 2 Final v1.0,Confirm that all discharge procedures have been completed and the participant is safe to be,361
05c - Period 3 Parts 1 and 2 Final v1.0,"As participant has had AE(s) on the study, Medic to confirm that all discharge procedures have",361
05c - Period 3 Parts 1 and 2 Final v1.0,PRE-DOSE Triplicate ECG 1: 12 Lead Standard ECG (Supine for a minimum 3 minutes),361
05d - Period 3 Part 3 Final v1.0,PRE-DOSE Triplicate ECG 1: ECG Rhythm assessment and interpretation,362
05d - Period 3 Part 3 Final v1.0,PRE-DOSE Triplicate ECG 1: Was the ECG clinically significant? (Medic to assess),362
05d - Period 3 Part 3 Final v1.0,PRE-DOSE Triplicate ECG 1: ECG Findings,362
05d - Period 3 Part 3 Final v1.0,"PRE-DOSE Triplicate ECG 1: ECG Findings, including rhythm assessment",363
05d - Period 3 Part 3 Final v1.0,PRE-DOSE Triplicate ECG 2: 12 Lead Standard ECG (To be performed at least 2 minutes after,363
05d - Period 3 Part 3 Final v1.0,ECG1),363
05d - Period 3 Part 3 Final v1.0,PRE-DOSE Triplicate ECG 2: ECG Rhythm assessment and interpretation,364
05d - Period 3 Part 3 Final v1.0,PRE-DOSE Triplicate ECG 2: Was the ECG clinically significant? (Medic to assess),364
05d - Period 3 Part 3 Final v1.0,PRE-DOSE Triplicate ECG 2: ECG Findings,364
05d - Period 3 Part 3 Final v1.0,"PRE-DOSE Triplicate ECG 2: ECG Findings, including rhythm assessment",364
05d - Period 3 Part 3 Final v1.0,PRE-DOSE Triplicate ECG 3: 12 Lead Standard ECG (To be performed at least 2 minutes after,365
05d - Period 3 Part 3 Final v1.0,ECG2),365
05d - Period 3 Part 3 Final v1.0,PRE-DOSE Triplicate ECG 3: ECG Rhythm assessment and interpretation,365
05d - Period 3 Part 3 Final v1.0,PRE-DOSE Triplicate ECG 3: Was the ECG clinically significant? (Medic to assess),365
05d - Period 3 Part 3 Final v1.0,PRE-DOSE Triplicate ECG 3: ECG Findings,366
05d - Period 3 Part 3 Final v1.0,"PRE-DOSE Triplicate ECG 3: ECG Findings, including rhythm assessment",366
05d - Period 3 Part 3 Final v1.0,PRE-DOSE - Mean values,366
05d - Period 3 Part 3 Final v1.0,"Withdraw if - QT interval corrected for heart rate using Fridericia’s formula (QTcF) >450 msec for male participants or >470 msec for female participants, QRS interval >120 msec, or PR interval >200 msec",366
05d - Period 3 Part 3 Final v1.0,Please transcribe the baseline value for QTcF for withdrawal purposes for Period 2 post dose,367
05d - Period 3 Part 3 Final v1.0,PRE-DOSE - Vital Signs (Supine for at least 3 minutes),367
05d - Period 3 Part 3 Final v1.0,PRE-DOSE - Clinical Assessment of Vital Signs (Medic or Nurse to assess vital signs),367
05d - Period 3 Part 3 Final v1.0,PRE-DOSE - Vital Sign Findings,367
05d - Period 3 Part 3 Final v1.0,PRE-DOSE - Vital Signs (Standing),368
05d - Period 3 Part 3 Final v1.0,PRE-DOSE - Is there a drop in SYSTOLIC BP from supine to standing?,368
05d - Period 3 Part 3 Final v1.0,PRE-DOSE - Is there a drop in DIASTOLIC BP from supine to standing?,368
05d - Period 3 Part 3 Final v1.0,PRE-DOSE - Vital Signs Difference for SYSTOLIC Drop,368
05d - Period 3 Part 3 Final v1.0,PRE-DOSE - Vital Signs Difference for DIASTOLIC Drop,369
05d - Period 3 Part 3 Final v1.0,PRE-DOSE - Clinical Assessment of Vital Signs (Medic or Nurse to assess vital signs),369
05d - Period 3 Part 3 Final v1.0,PRE-DOSE - Vital Sign Findings,369
05d - Period 3 Part 3 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,369
05d - Period 3 Part 3 Final v1.0,Barcode:,369
05d - Period 3 Part 3 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,370
05d - Period 3 Part 3 Final v1.0,I confirm that the participant continues to be eligible to participate in this clinical study.,370
05d - Period 3 Part 3 Final v1.0,Prandial state,370
05d - Period 3 Part 3 Final v1.0,Has the participant fasted for 10 hours prior to breakfast?,370
05d - Period 3 Part 3 Final v1.0,Participant should begin eating breakfast.,370
05d - Period 3 Part 3 Final v1.0,Participant should stop eating breakfast.,371
05d - Period 3 Part 3 Final v1.0,Total amount of breakfast consumed,371
05d - Period 3 Part 3 Final v1.0,Please describe what was not eaten,371
05d - Period 3 Part 3 Final v1.0,PI to authorise. Full meal must be consumed within 20 minutes to proceed with dosing.,371
05d - Period 3 Part 3 Final v1.0,"Check the Volunteer ID in eSource matches the volunteer (Initials, DOB and Photographic ID)",371
05d - Period 3 Part 3 Final v1.0,Check the volunteer panel number on the wristband matches eSource,372
05d - Period 3 Part 3 Final v1.0,Check the participant number in eSource matches the Instruction to Dispense and Dose,372
05d - Period 3 Part 3 Final v1.0,Has the participant refrained from drinking water for at least 1 hour prior to dosing?,372
05d - Period 3 Part 3 Final v1.0,Has the participant fasted for 10 hours prior to dosing?,372
05d - Period 3 Part 3 Final v1.0,"Has the participant consumed breakfast per the protocol requirements, over 20 minutes and",372
05d - Period 3 Part 3 Final v1.0,Pre dose blood draws for PK sample taken?,373
05d - Period 3 Part 3 Final v1.0,Have all required pre dose procedures been completed?,373
05d - Period 3 Part 3 Final v1.0,Is the participant eligible to dose?,373
05d - Period 3 Part 3 Final v1.0,Enter the product details,374
05d - Period 3 Part 3 Final v1.0,Does the Product label match the Instruction to Dispense and Dose?,374
05d - Period 3 Part 3 Final v1.0,Final check performed,374
05d - Period 3 Part 3 Final v1.0,Time of administration of study treatment,374
05d - Period 3 Part 3 Final v1.0,Has the participant been provided with 240 mL of water?,375
05d - Period 3 Part 3 Final v1.0,Has a hand and mouth check been performed?,375
05d - Period 3 Part 3 Final v1.0,Has the participant been reminded to refrain from water for 2 hours post-dose?,375
05d - Period 3 Part 3 Final v1.0,Has the participant been advised to minimise exposure to sunlight from dosing for at least 7,375
05d - Period 3 Part 3 Final v1.0,"Due to the unavailability of phototoxic data, participants will be advised to minimize exposure to sunlight by spending a reduced amount of time outdoors/remaining inside the clinical unit during the residential periods of the study wearing sunglasses and clothing that minimizes exposure to sunlight and using sun cream on exposed areas when going outdoors. They will also be advised not to use sunbeds.",375
05d - Period 3 Part 3 Final v1.0,Confirm dosing is complete (Operator to complete (switch user)),376
05d - Period 3 Part 3 Final v1.0,What is the status of the subject?,376
05d - Period 3 Part 3 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,376
05d - Period 3 Part 3 Final v1.0,Barcode:,376
05d - Period 3 Part 3 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,376
05d - Period 3 Part 3 Final v1.0,Stanford Sleepiness Scale Questionnaire - Date and Time (Transcribe from paper source,377
05d - Period 3 Part 3 Final v1.0,Degree of Sleepiness,377
05d - Period 3 Part 3 Final v1.0,12 Lead Standard ECG,377
05d - Period 3 Part 3 Final v1.0,"Exclude if - QT interval corrected for heart rate using Fridericia’s formula (QTcF) >450 msec for male participants or >470 msec for female participants, QRS interval >120 msec, or PR interval >200 msec.  (Supine for a minimum 3 minutes)",377
05d - Period 3 Part 3 Final v1.0,ECG Rhythm assessment and interpretation,378
05d - Period 3 Part 3 Final v1.0,Was the ECG clinically significant? (Medic to assess),379
05d - Period 3 Part 3 Final v1.0,ECG Findings,379
05d - Period 3 Part 3 Final v1.0,"ECG Findings, including rhythm assessment",379
05d - Period 3 Part 3 Final v1.0,ECG Difference Calculation - a participant will be withdrawn where there is an increase in QTcF,379
05d - Period 3 Part 3 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,379
05d - Period 3 Part 3 Final v1.0,Barcode:,379
05d - Period 3 Part 3 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,380
05d - Period 3 Part 3 Final v1.0,Has the participant been provided with water 2 hrs post-dose?,380
05d - Period 3 Part 3 Final v1.0,Stanford Sleepiness Scale Questionnaire - Date and Time (Transcribe from paper source,380
05d - Period 3 Part 3 Final v1.0,Degree of Sleepiness,380
05d - Period 3 Part 3 Final v1.0,Targeted Physical Examination:  Does the participant require a targeted physical examination?,381
05d - Period 3 Part 3 Final v1.0,Targeted Physical Examination Findings: Any clinically significant abnormal,381
05d - Period 3 Part 3 Final v1.0,"If yes, were there any clinically significant abnormal findings?",381
05d - Period 3 Part 3 Final v1.0,Physical Examination Category,381
05d - Period 3 Part 3 Final v1.0,Detailed findings of Physical Examination,382
05d - Period 3 Part 3 Final v1.0,Targeted Neurological Examination:  Does the participant require a targeted neurological,383
05d - Period 3 Part 3 Final v1.0,Targeted Neurological Examination: Any clinically significant abnormal,383
05d - Period 3 Part 3 Final v1.0,"If yes, were there any clinically significant abnormal findings?",383
05d - Period 3 Part 3 Final v1.0,Targeted Neurological Examination Category,383
05d - Period 3 Part 3 Final v1.0,Detailed findings of Targeted Neurological Examination,384
05d - Period 3 Part 3 Final v1.0,Vital Signs,384
05d - Period 3 Part 3 Final v1.0,Clinical Assessment of Vital Signs (Medic or Nurse to assess vital signs),385
05d - Period 3 Part 3 Final v1.0,Vital Sign Findings,385
05d - Period 3 Part 3 Final v1.0,Vital Signs Standing BP and HR (Standing for at least 3 minutes),385
05d - Period 3 Part 3 Final v1.0,Is there a drop in SYSTOLIC BP from supine to standing?,386
05d - Period 3 Part 3 Final v1.0,Is there a drop in DIASTOLIC BP from supine to standing?,386
05d - Period 3 Part 3 Final v1.0,Vital Signs Difference for SYSTOLIC Drop,386
05d - Period 3 Part 3 Final v1.0,Vital Signs Difference for DIASTOLIC Drop,386
05d - Period 3 Part 3 Final v1.0,Clinical Assessment of Standing Vital Signs (Medic or Nurse to assess vital signs),386
05d - Period 3 Part 3 Final v1.0,Vital Sign Findings,387
05d - Period 3 Part 3 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,387
05d - Period 3 Part 3 Final v1.0,Barcode:,387
05d - Period 3 Part 3 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,387
05d - Period 3 Part 3 Final v1.0,Confirm Lunch Provided,387
05d - Period 3 Part 3 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,388
05d - Period 3 Part 3 Final v1.0,Barcode:,388
05d - Period 3 Part 3 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,388
05d - Period 3 Part 3 Final v1.0,Vital Signs,388
05d - Period 3 Part 3 Final v1.0,Clinical Assessment of Vital Signs (Medic or Nurse to assess vital signs),389
05d - Period 3 Part 3 Final v1.0,Vital Sign Findings,389
05d - Period 3 Part 3 Final v1.0,Vital Signs Standing BP and HR (Standing for at least 3 minutes),389
05d - Period 3 Part 3 Final v1.0,Is there a drop in SYSTOLIC BP from supine to standing?,390
05d - Period 3 Part 3 Final v1.0,Is there a drop in DIASTOLIC BP from supine to standing?,390
05d - Period 3 Part 3 Final v1.0,Vital Signs Difference for SYSTOLIC Drop,390
05d - Period 3 Part 3 Final v1.0,Vital Signs Difference for DIASTOLIC Drop,391
05d - Period 3 Part 3 Final v1.0,Clinical Assessment of Standing Vital Signs (Medic or Nurse to assess vital signs),391
05d - Period 3 Part 3 Final v1.0,Vital Sign Findings,391
05d - Period 3 Part 3 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,391
05d - Period 3 Part 3 Final v1.0,Barcode:,391
05d - Period 3 Part 3 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,391
05d - Period 3 Part 3 Final v1.0,Stanford Sleepiness Scale Questionnaire - Date and Time (Transcribe from paper source,392
05d - Period 3 Part 3 Final v1.0,Degree of Sleepiness,392
05d - Period 3 Part 3 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,392
